track_id,duration,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_mins,release_year
1sVwtQw8VoPMsPDMvx9Y4S,170866,58,0.7829999999999999,0.38,10,-8.507,0,0.0974,0.735,1.58e-06,0.158,0.84,99.802,2.847766666666667,2014
4FJ50kkBvVzJte01d6Gtt8,200013,44,0.7020000000000001,0.715,5,-5.377000000000001,0,0.0425,0.503,2.44e-05,0.126,0.863,127.05,3.33355,2011
4PxWkNPSN62nCIwKvtsmda,147716,53,0.565,0.73,11,-5.941,1,0.127,0.369,0.0,0.0773,0.526,102.792,2.461933333333333,2017
7aXuop4Qambx5Oi3ynsKQr,251989,69,0.87,0.4639999999999999,4,-8.337,1,0.178,0.205,0.0,0.0902,0.457,112.974,4.199816666666667,2014
0CAfXk7DXMnon4gLudAp7J,231400,80,0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.00799999999998,3.8566666666666665,2008
748mdHapucXQri7IAO8yFK,208866,98,0.762,0.701,8,-3.5410000000000004,1,0.0286,0.235,0.000158,0.123,0.742,110.968,3.4811,2021
5mVeslUjgyVDBUB0bPJr6R,147382,50,0.7390000000000001,0.685,0,-10.203,0,0.318,0.353,9.41e-05,0.144,0.598,127.988,2.456366666666667,2020
27UcQ6dAvQrgH9C880rCM3,186695,72,0.759,0.584,8,-6.655,1,0.06,0.0652,1.59e-06,0.16,0.374,127.138,3.1115833333333334,2021
3FAJ6O0NOHQV8Mc5Ri6ENp,198370,92,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.5429999999999999,89.087,3.3061666666666665,2020
6HU7h9RYOaPRFeh0R3UeAr,215506,88,0.442,0.612,2,-7.222,1,0.1119999999999999,0.584,5.7000000000000005e-06,0.37,0.178,180.917,3.5917666666666666,2021
5hTpBe8h35rJ67eAWHQsJx,209640,78,0.94,0.335,5,-10.179,0,0.505,0.17,0.0,0.262,0.7070000000000001,120.04,3.494,2017
3jagJCUbdqhDSPuxP8cAqF,263226,71,0.884,0.677,1,-5.603,1,0.283,0.0778,0.0,0.0732,0.584,101.868,4.3871,2002
