track_id,duration,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_mins,release_year
5UV2oqgMXvlkOvvtK3aT7f,204320,75,0.586,0.89,11,-1.988,0,0.0369,0.012,0.00508,0.114,0.426,119.062,3.4053333333333335,2004
30Mz70jKGbIDVsEb3H2YX5,425840,0,0.426,0.922,4,-6.766,0,0.0308,0.000207,0.241,0.22,0.81,124.619,7.097333333333333,1981
7aeWzPU6dZBAf3skRYSsyE,298693,0,0.394,0.948,7,-4.97,0,0.1,0.0708,0.00518,0.141,0.347,105.567,4.9782166666666665,2014
6ooluO7DiEhI1zmK94nRCM,237026,1,0.278,0.676,9,-8.821,1,0.0371,0.000423,0.000899,0.136,0.494,104.545,3.9504333333333332,2004
1JIQXmPeifHbGfuDZNKHC0,440840,0,0.433,0.945,11,-7.097,0,0.0397,0.00176,0.0177,0.704,0.537,136.363,7.347333333333333,2015
2UzMpPKPhbcC8RbsmuURAZ,272386,0,0.55,0.532,5,-7.591,1,0.032,0.174,0.000347,0.218,0.41,85.032,4.539766666666667,2013
4kTd0TND65MUY4BlcmJ2cM,161133,0,0.698,0.627,2,-6.481,1,0.036,0.0423,7.16e-06,0.0834,0.796,91.989,2.68555,2013
20rpEPlbz98fXLjPS06B0J,262251,36,0.556,0.762,0,-6.426,0,0.0372,0.0141,0.0181,0.154,0.348,111.155,4.37085,2017
5P1T7bXBS6qKAlydpIFZmM,222973,0,0.592,0.74,8,-6.625,1,0.0279,5.5e-05,9.29e-06,0.0461,0.751,116.017,3.7162166666666665,2001
4T2CCZX2QjiREym8lZ2G4v,286733,47,0.562,0.891,1,-8.283,1,0.0361,1.21e-05,0.0588,0.0858,0.524,132.569,4.778883333333333,1992
