track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_mins,playlist_id,playlist_name,release_year
2zpiccjPSl315SqthyDf9j,Na Movimentação (feat. Faixa Rosa),7me0S5Z40qVWj3gzyK8aC3,Mc Livinho,3jgOss4rmnFU1b6R8o3iIG,116307,2022-08-11,74,0.799,0.592,9,-7.385,0,0.274,0.339,0.0,0.0862,0.768,129.916,1.93845,56uBMvAujYa1ZLSqkYk6hg,final,2022
5UcQhx8ulCedDE43IQZNV3,Macetar,7FNnA9vBm6EKceENgCGRMb,Anitta,5a1k4OWYmvWyaz1UvqLh2v,114461,2022-11-29,65,0.851,0.619,7,-4.106,0,0.103,0.561,0.0,0.0623,0.6,129.943,1.9076833333333334,56uBMvAujYa1ZLSqkYk6hg,final,2022
07ju745iEQFzrMsX7UUzVc,Puto de Luxo,5YwzDz4RJfTiMHS4tdR5Lf,Xamã,6znvdqy8BOk5pPExvi18f5,144186,2022-11-28,67,0.728,0.586,4,-6.706,0,0.106,0.238,0.0,0.0687,0.721,128.922,2.4031,56uBMvAujYa1ZLSqkYk6hg,final,2022
0K3u2t8YNuJ5NR9lKC1frv,AMEIANOITE,6tzRZ39aZlNqlUzQlkuhDV,Pabllo Vittar,6FFId2lzLb6mUkKaCdQSvB,165996,2022-10-20,73,0.791,0.709,2,-6.179,1,0.104,0.0351,0.0,0.225,0.458,129.991,2.7666,56uBMvAujYa1ZLSqkYk6hg,final,2022
35ovElsgyAtQwYPYnZJECg,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,3Zzv75PyROH6AMeXN1Yr1h,196519,2022-10-28,90,0.247,0.299,9,-6.083,1,0.0315,0.899,0.0,0.131,0.172,177.115,3.275316666666667,56uBMvAujYa1ZLSqkYk6hg,final,2022
6BF3nZQkAg9qvE0DLVSfyH,Hotel Caro,78nr1pVnDR7qZH6QbVMYZf,Baco Exu do Blues,2rnjCy8GYIemnJTPz6dnlU,221857,2022-06-12,74,0.584,0.311,10,-11.642,0,0.232,0.79,0.0,0.0862,0.623,139.581,3.6976166666666668,56uBMvAujYa1ZLSqkYk6hg,final,2022
3hbtxis0jMinjRzv3Hy7iA,Ai Papai,7FNnA9vBm6EKceENgCGRMb,Anitta,1vaz2dIr146DBY4DC3rFjT,148048,2022-11-30,68,0.73,0.966,11,-1.794,0,0.0619,0.081,7.93e-05,0.0946,0.891,168.091,2.4674666666666667,56uBMvAujYa1ZLSqkYk6hg,final,2022
5ildQOEKmJuWGl2vRkFdYc,DESPECHÁ,7ltDVBr6mKbRvohxheJ9h1,ROSALÍA,5omNd3Mkij9C3ZeW19rRmv,157017,2022-07-28,91,0.919,0.623,7,-6.521,1,0.0992,0.184,1.63e-05,0.0609,0.775,130.037,2.61695,56uBMvAujYa1ZLSqkYk6hg,final,2022
2oNSHvGBGZIrZouRAA1eaX,El Que Espera,7FNnA9vBm6EKceENgCGRMb,Anitta,1iouSXg5RihFIXRvZFJyTa,170396,2022-08-11,73,0.825,0.758,9,-1.73,0,0.238,0.0895,0.0,0.0661,0.828,176.059,2.839933333333333,56uBMvAujYa1ZLSqkYk6hg,final,2022
38T0tPVZHcPZyhtOcCP7pF,STAR WALKIN' (League of Legends Worlds Anthem),7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,0aIy6J8M9yHTnjtRu81Nr9,210575,2022-09-22,90,0.637,0.715,2,-4.971,0,0.0455,0.148,0.0,0.0892,0.308,141.872,3.5095833333333335,56uBMvAujYa1ZLSqkYk6hg,final,2022
72DbvEOeqtJbKAX9GLzRER,2step (feat. Chefin),6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,1Cu9w3jFSFKHa1YckwnUFW,164560,2022-05-16,62,0.731,0.642,4,-5.106,0,0.0695,0.209,0.0,0.242,0.504,94.961,2.7426666666666666,56uBMvAujYa1ZLSqkYk6hg,final,2022
72yP0DUlWPyH8P7IoxskwN,Hold Me Closer,3PhoLpVuITZKcymswpck5b,Elton John,4QQWpCEX4BxMXwRQmtkKY6,202245,2022-08-26,86,0.667,0.75,0,-4.602,1,0.0906,0.0746,0.000198,0.197,0.486,126.041,3.37075,56uBMvAujYa1ZLSqkYk6hg,final,2022
3sd2p4kE7xQmFH3lPnFl6h,sentaDONA (Remix) s2,6rygauyIMQJrXRC4e5rQJP,Davi Kneip,1KpRGCxuMGo9hqsy4GTkb0,125245,2022-03-17,76,0.925,0.454,3,-3.533,0,0.273,0.252,4.19e-06,0.128,0.771,135.02,2.0874166666666665,56uBMvAujYa1ZLSqkYk6hg,final,2022
2eFsVynOiCxtI4kvX0XClm,LEILÃO,7rXMvXRnWHaSwnVvPeUUfw,Gloria Groove,6yTozUPMJplNbIMrm1mlBL,187619,2021-11-25,63,0.755,0.806,4,-7.88,0,0.089,0.0834,3.71e-05,0.296,0.441,129.867,3.1269833333333334,56uBMvAujYa1ZLSqkYk6hg,final,2021
21jGcNKet2qwijlDFuPiPb,Circles,246dkjvS1zLTtiykXe5h60,Post Malone,4g1ZRSobMefqF6nelkgibi,215280,2019-09-06,86,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,3.588,56uBMvAujYa1ZLSqkYk6hg,final,2019
0e7ipj03S05BNilyu5bRzt,rockstar (feat. 21 Savage),246dkjvS1zLTtiykXe5h60,Post Malone,6trNtQUgC8cgbWcqoMYkOR,218146,2018-04-27,85,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,3.6357666666666666,56uBMvAujYa1ZLSqkYk6hg,final,2018
0t3ZvGKlmYmVsDzBJAXK8C,Goodbyes (feat. Young Thug),246dkjvS1zLTtiykXe5h60,Post Malone,4g1ZRSobMefqF6nelkgibi,174853,2019-09-06,80,0.548,0.653,5,-3.875,1,0.081,0.456,0.0,0.103,0.163,150.068,2.9142166666666665,56uBMvAujYa1ZLSqkYk6hg,final,2019
7dt6x5M1jzdTEt8oCbisTK,Better Now,246dkjvS1zLTtiykXe5h60,Post Malone,6trNtQUgC8cgbWcqoMYkOR,231266,2018-04-27,81,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,3.854433333333333,56uBMvAujYa1ZLSqkYk6hg,final,2018
3swc6WTsr7rl9DqQKQA55C,Psycho (feat. Ty Dolla $ign),246dkjvS1zLTtiykXe5h60,Post Malone,6trNtQUgC8cgbWcqoMYkOR,221440,2018-04-27,78,0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06,3.6906666666666665,56uBMvAujYa1ZLSqkYk6hg,final,2018
6eT7xZZlB2mwyzJ2sUKG6w,White Iverson,246dkjvS1zLTtiykXe5h60,Post Malone,5s0rmjP8XOPhP6HhqOhuyC,256533,2016-12-09,77,0.675,0.562,7,-7.678,1,0.0352,0.233,0.0,0.0816,0.309,130.098,4.27555,56uBMvAujYa1ZLSqkYk6hg,final,2016
7xQAfvXzm3AkraOtGPWIZg,Wow.,246dkjvS1zLTtiykXe5h60,Post Malone,4g1ZRSobMefqF6nelkgibi,149546,2019-09-06,82,0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,2.4924333333333335,56uBMvAujYa1ZLSqkYk6hg,final,2019
75ZvA4QfFiZvzhj2xkaWAh,I Fall Apart,246dkjvS1zLTtiykXe5h60,Post Malone,5s0rmjP8XOPhP6HhqOhuyC,223346,2016-12-09,79,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,3.7224333333333335,56uBMvAujYa1ZLSqkYk6hg,final,2016
7CZyCXKG6d5ALeq41sLzbw,Take What You Want (feat. Ozzy Osbourne & Travis Scott),246dkjvS1zLTtiykXe5h60,Post Malone,4g1ZRSobMefqF6nelkgibi,229573,2019-09-06,75,0.499,0.8,1,-2.665,0,0.0502,0.0906,0.0,0.147,0.272,139.919,3.826216666666667,56uBMvAujYa1ZLSqkYk6hg,final,2019
5yuShbu70mtHXY0yLzCQLQ,Go Flex,246dkjvS1zLTtiykXe5h60,Post Malone,5s0rmjP8XOPhP6HhqOhuyC,179613,2016-12-09,78,0.665,0.498,5,-8.185,1,0.0832,0.228,0.0,0.0757,0.127,81.967,2.99355,56uBMvAujYa1ZLSqkYk6hg,final,2016
05mDaV9Vb3wrzjF6OPZnhq,Saint-Tropez,246dkjvS1zLTtiykXe5h60,Post Malone,4g1ZRSobMefqF6nelkgibi,150866,2019-09-06,73,0.617,0.684,0,-3.618,1,0.0439,0.0545,0.0,0.104,0.295,132.113,2.5144333333333333,56uBMvAujYa1ZLSqkYk6hg,final,2019
32lItqlMi4LBhb4k0BaSaC,Candy Paint,246dkjvS1zLTtiykXe5h60,Post Malone,6trNtQUgC8cgbWcqoMYkOR,227533,2018-04-27,76,0.664,0.667,4,-5.941,1,0.154,0.64,1.22e-06,0.0753,0.381,180.064,3.7922166666666666,56uBMvAujYa1ZLSqkYk6hg,final,2018
2C6WXnmZ66tHhHlnvwePiK,Die For Me (feat. Future & Halsey),246dkjvS1zLTtiykXe5h60,Post Malone,4g1ZRSobMefqF6nelkgibi,245266,2019-09-06,71,0.614,0.66,0,-2.848,1,0.0441,0.19,0.0,0.211,0.452,145.01,4.087766666666667,56uBMvAujYa1ZLSqkYk6hg,final,2019
7sWRlDoTDX8geTR8zzr2vt,Hollywood's Bleeding,246dkjvS1zLTtiykXe5h60,Post Malone,4g1ZRSobMefqF6nelkgibi,156266,2019-09-06,77,0.405,0.646,4,-3.206,0,0.0476,0.331,0.0,0.103,0.17,130.218,2.604433333333333,56uBMvAujYa1ZLSqkYk6hg,final,2019
4SYUUlkScpNR1QvPscXf8t,Too Young,246dkjvS1zLTtiykXe5h60,Post Malone,5s0rmjP8XOPhP6HhqOhuyC,237146,2016-12-09,64,0.602,0.635,4,-6.526,0,0.052,0.271,3.2e-05,0.0829,0.225,123.05,3.9524333333333335,56uBMvAujYa1ZLSqkYk6hg,final,2016
12Fkyg9lpmaz2zmKOfw2Y2,On The Road (feat. Meek Mill & Lil Baby),246dkjvS1zLTtiykXe5h60,Post Malone,4g1ZRSobMefqF6nelkgibi,218320,2019-09-06,69,0.442,0.737,7,-5.046,1,0.109,0.0589,0.0,0.102,0.21,112.93,3.6386666666666665,56uBMvAujYa1ZLSqkYk6hg,final,2019
3fpVWegR6YOS1Yk5HSMYIq,Paranoid,246dkjvS1zLTtiykXe5h60,Post Malone,6trNtQUgC8cgbWcqoMYkOR,221786,2018-04-27,67,0.625,0.536,0,-5.428,1,0.0776,0.038,2.31e-05,0.167,0.253,159.914,3.6964333333333332,56uBMvAujYa1ZLSqkYk6hg,final,2018
6IaieqiCVvsNvEt6Y7yOFa,Ball For Me (feat. Nicki Minaj),246dkjvS1zLTtiykXe5h60,Post Malone,6trNtQUgC8cgbWcqoMYkOR,206266,2018-04-27,68,0.797,0.55,9,-4.166,1,0.24,0.513,0.0,0.0786,0.543,134.206,3.4377666666666666,56uBMvAujYa1ZLSqkYk6hg,final,2018
3QGsuHI8jO1Rx4JWLUh9jd,Treat You Better,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,1ne2D0NxoGyZd31gAM4HNd,187973,2017-04-20,85,0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695,3.1328833333333335,56uBMvAujYa1ZLSqkYk6hg,final,2017
3zkWCteF82vJwv0hRLba76,Stitches,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,0CnQ0JQajNswRjPkNYVG8m,206880,2015-04-14,81,0.746,0.754,1,-6.684,1,0.0676,0.0152,0.0,0.0486,0.746,149.882,3.448,56uBMvAujYa1ZLSqkYk6hg,final,2015
2bT1PH7Cw3J9p3t7nlXCdh,If I Can't Have You,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,0xzScN8P3hQAz3BT3YYX5w,191466,2019-06-19,73,0.691,0.823,2,-4.197,1,0.0623,0.487,0.0,0.134,0.87,123.935,3.1911,56uBMvAujYa1ZLSqkYk6hg,final,2019
21TcDbGosp7w9YhTjOszgA,Imagination,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,5Jov5724Nz13A302HM2eKG,217773,2015-04-14,75,0.64,0.455,0,-5.942,1,0.0247,0.0743,0.0,0.0694,0.333,89.948,3.62955,56uBMvAujYa1ZLSqkYk6hg,final,2015
0AS63m1wHv9n4VVRizK6Hc,Mercy,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,3wBabo4pmzsYjALMSKY7Iq,208733,2017-04-20,82,0.555,0.662,11,-4.952,0,0.0827,0.125,0.0,0.111,0.356,148.128,3.4788833333333335,56uBMvAujYa1ZLSqkYk6hg,final,2017
2GyA33q5rti5IxkMQemRDH,I Know What You Did Last Summer,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,6sUOosXuYt0oUeczJRbedZ,223853,2015-04-14,72,0.687,0.761,9,-4.582,0,0.0876,0.102,0.0,0.147,0.743,113.939,3.7308833333333333,56uBMvAujYa1ZLSqkYk6hg,final,2015
79esEXlqqmq0GPz0xQSZTV,Lost In Japan,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,2VP96XdMOKTXefI8Nui23s,201200,2018-05-25,72,0.713,0.738,10,-6.784,1,0.374,0.255,0.0,0.106,0.425,105.027,3.3533333333333335,56uBMvAujYa1ZLSqkYk6hg,final,2018
2QZ7WLBE8h2y1Y5Fb8RYbH,In My Blood,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,2VP96XdMOKTXefI8Nui23s,211360,2018-05-25,75,0.622,0.712,5,-7.321,1,0.066,0.0573,0.0,0.13,0.487,140.025,3.522666666666667,56uBMvAujYa1ZLSqkYk6hg,final,2018
2BU6XXSG8SqiptRuj6EiLA,Com ou Sem Mim - Ao Vivo,1X6ORK7IekgmyjV6IFPszP,Gustavo Mioto,17SPskG8HKXZ9kAYzMYz7r,201856,2019-11-22,55,0.605,0.72,7,-3.616,0,0.0481,0.159,0.0,0.956,0.296,141.954,3.3642666666666665,56uBMvAujYa1ZLSqkYk6hg,final,2019
3tv697PZNnaQN0Mn2zGhS5,A Gente Fez Amor - Ao Vivo,7MiDcPa6UiV3In7lIM71IN,Gusttavo Lima,17jzAujoXwIF60ojew1yHU,237516,2019-12-05,63,0.794,0.937,8,-2.44,0,0.0336,0.366,4.15e-06,0.962,0.826,134.012,3.9586,56uBMvAujYa1ZLSqkYk6hg,final,2019
7Cf2Hsy3cPlA4e115tElXv,Liberdade Provisória - Live - Ibirapuera / 2019,3p7PcrEHaaKLJnPUGOtRlT,Henrique & Juliano,5ExfGmxdqydd3vgdLdRR8f,186379,2020-05-15,69,0.679,0.659,1,-6.039,1,0.0497,0.674,0.0,0.948,0.698,108.221,3.106316666666667,56uBMvAujYa1ZLSqkYk6hg,final,2020
3tc8Z4lGzOIwmIVftsxO6o,Graveto - Ao Vivo,1yR65psqiazQpeM79CcGh8,Marília Mendonça,5LC5xnORMHtfcwDMI5cC2V,170877,2020-01-10,70,0.714,0.632,9,-5.1,1,0.0312,0.292,0.0,0.812,0.402,93.052,2.84795,56uBMvAujYa1ZLSqkYk6hg,final,2020
5W1kqz2l1lDX77DXBMeXZg,Litrão - Ao Vivo Em Recife / 2020,2Z0lRIqr997lIUiPtrpKCr,Matheus & Kauan,6rtq152SsRhAcAvGmzoBWl,170197,2020-01-31,56,0.48,0.807,1,-7.402,1,0.195,0.356,0.0,0.626,0.537,153.61,2.8366166666666666,56uBMvAujYa1ZLSqkYk6hg,final,2020
6nI98wtHOJAYSASq22TCYu,água com açúcar - ao vivo,3qvcCP2J0fWi0m0uQDUf6r,Luan Santana,1n4L6uxvbs8n1hnXI2WOTR,249846,2019-08-22,59,0.457,0.603,3,-7.729,1,0.0278,0.144,0.0,0.679,0.176,77.048,4.1641,56uBMvAujYa1ZLSqkYk6hg,final,2019
15Dl8e6gdR0I1IQn0M4SGi,Amoreco,0MInKJqZscEeNc5K3K0mkE,Simone & Simaria,4FZWUHtF6PqWcf4R0bxzwG,151262,2020-02-07,48,0.777,0.898,1,-3.395,1,0.0447,0.152,0.0,0.146,0.873,131.057,2.5210333333333335,56uBMvAujYa1ZLSqkYk6hg,final,2020
6lK3nCiigk34SGqEjpQoqO,Aí Eu Bebo - Ao Vivo,59jlthNnbmim5l9tmNA7se,Maiara & Maraisa,6xWyByyXTcL2MUSi0mKewj,173891,2019-10-18,56,0.827,0.683,11,-5.113,0,0.0719,0.479,0.0,0.409,0.85,135.944,2.8981833333333333,56uBMvAujYa1ZLSqkYk6hg,final,2019
3WjSkl7VDWY1prwJw7dSG0,Barzinho Aleatório - Ao Vivo,487N2T9nIPEHrlTZLL3SQs,Zé Neto & Cristiano,1VGZDlUoemQ1r3LlPrkAa3,158969,2019-12-05,57,0.394,0.918,7,-2.657,1,0.334,0.342,0.0,0.982,0.588,157.925,2.6494833333333334,56uBMvAujYa1ZLSqkYk6hg,final,2019
48CAeajgzcGJaVUSsXd7h0,Declaração pro Bar - Ao Vivo,6m6e7D2TnV0aYMllFFwMxu,Guilherme & Benuto,5tR4iEANCfJjjUOgxyYhtD,161396,2019-10-18,60,0.679,0.767,2,-5.058,0,0.133,0.69,0.0,0.805,0.603,112.901,2.6899333333333333,56uBMvAujYa1ZLSqkYk6hg,final,2019
6hqQPoB1yYKcLfByfxO8he,Na Cama Que Eu Paguei - Ao Vivo,1AL2GKpmRrKXkYIcASuRFa,Wesley Safadão,5QgnH5cBOdvtOA5YT7C1L7,208154,2019-09-20,50,0.548,0.846,6,-4.256,1,0.0741,0.0708,0.0,0.199,0.811,126.219,3.4692333333333334,56uBMvAujYa1ZLSqkYk6hg,final,2019
146Vb458Y5RbqEa0fYFPzm,Mentira - Ao Vivo,47uyFQHOD02S0lj9ptRpoB,Felipe Araújo,15XApXonewJchLQbLwFuy3,193669,2019-11-29,48,0.543,0.756,11,-3.755,0,0.235,0.445,0.0,0.95,0.566,153.996,3.2278166666666666,56uBMvAujYa1ZLSqkYk6hg,final,2019
23zmMwD99ROi9yhxqMxWil,Segunda Taça - Ao Vivo,7zIRO89G0FBAQtGMHO1Wa0,João Bosco & Vinicius,2iGROOqmRnT9ATQnjnjm1J,180346,2020-01-10,55,0.61,0.867,9,-3.94,1,0.176,0.471,0.0,0.83,0.717,81.023,3.0057666666666667,56uBMvAujYa1ZLSqkYk6hg,final,2020
4pnlRYoaaGu24SuC3et5Pv,Saudade em Gotas (feat. Wesley Safadão) - Ao Vivo,597XBqZtaiZC7laCNx3nVz,Yasmin Santos,4vDG2NrteQOLWTpmCcyYrO,190949,2019-08-16,48,0.693,0.828,11,-4.374,1,0.076,0.162,0.0,0.686,0.81,124.841,3.1824833333333333,56uBMvAujYa1ZLSqkYk6hg,final,2019
3J5Pu25BODMex4Jpy4l6FL,S de Saudade,0UbJJayomun8CvZKCPH9j3,Luíza & Maurílio,07Dh4IqK31xeV1jetfPWvL,174863,2019-10-25,64,0.714,0.712,11,-4.403,1,0.0545,0.621,0.0,0.127,0.789,123.804,2.9143833333333333,56uBMvAujYa1ZLSqkYk6hg,final,2019
1jomN1tLiPE5eGd9siFJYE,Viva Voz - Ao Vivo Em São Paulo / 2019,6TYimByryGphZCtwYopH0y,Lauana Prado,5XzBQMo9WMrpRlgoBaeTIf,164407,2021-04-28,61,0.743,0.849,0,-3.638,1,0.0282,0.0515,0.0,0.506,0.883,128.034,2.7401166666666668,56uBMvAujYa1ZLSqkYk6hg,final,2021
2PWjKmjyTZeDpmOUa3a5da,Cheirosa - Ao Vivo,1elUiq4X7pxej6FRlrEzjM,Jorge & Mateus,2s8vRW3xvh5BP4CWKyh14X,181930,2019-10-11,62,0.528,0.87,11,-3.123,1,0.0851,0.24,0.0,0.333,0.714,152.37,3.0321666666666665,56uBMvAujYa1ZLSqkYk6hg,final,2019
0MGVEYiPw80ZCSFrHk4g9M,Quem Falou Mentiu - Ao Vivo,1sDVuztNhGcetCLChkleDA,Michel Teló,5cVNYmotWYglGYJ9fwnQ4n,167707,2020-03-13,49,0.804,0.831,1,-6.092,1,0.0501,0.161,0.0,0.138,0.935,128.044,2.7951166666666665,56uBMvAujYa1ZLSqkYk6hg,final,2020
0j1tGcJJfq1nIs4i5GoHXv,ASAS,3qvcCP2J0fWi0m0uQDUf6r,Luan Santana,0Zy7O3lhW9XpFuJ3bRlRkz,231285,2020-06-14,54,0.339,0.584,3,-7.423,1,0.0339,0.0391,0.0,0.0809,0.324,133.096,3.85475,56uBMvAujYa1ZLSqkYk6hg,final,2020
7ghI7Ocugk2XTdRe6uxDyS,@Isa - Ao Vivo,0NsJZ5PMjqghGDuMzY7CuT,Marcos & Belutti,7aQJ3Mnz4AFBoDogBaDiw0,156913,2019-11-29,38,0.654,0.951,9,-2.935,0,0.0558,0.288,0.0,0.121,0.913,158.904,2.6152166666666665,56uBMvAujYa1ZLSqkYk6hg,final,2019
7rq1C7eeeTn1nnjJ0TbRU1,A Vida É um Rio,6jncnjvxMwbLIEYDhwsGlu,Raffa Torres,4MuRcbqO9N5CPFgVqYc2Oz,237191,2020-03-27,47,0.361,0.435,2,-8.323,0,0.0272,0.096,0.0,0.138,0.235,78.448,3.9531833333333335,56uBMvAujYa1ZLSqkYk6hg,final,2020
2QCwoYDn4DRfjs4NhW2KpO,Alô Ex-Amor - Ao Vivo,21WAvVROZ83oUvJwFTG2dH,João Bosco e Gabriel,44Jrx7i4yt50pvFHbhIRgu,197952,2019-11-22,58,0.701,0.867,10,-2.982,0,0.104,0.572,5.15e-06,0.788,0.937,169.898,3.2992,56uBMvAujYa1ZLSqkYk6hg,final,2019
5qMnAsvgTfHMd5KQpzpnA1,Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,487N2T9nIPEHrlTZLL3SQs,Zé Neto & Cristiano,5Qn8laDtOhTweODnPud3KP,179099,2019-11-29,47,0.57,0.889,0,-3.813,1,0.206,0.456,0.0,0.651,0.426,97.423,2.9849833333333335,56uBMvAujYa1ZLSqkYk6hg,final,2019
03UlGexCDqWJwZXGXLjgef,Plateia - Ao Vivo,1oSgjdbgLYULVmEBojPRw8,Fernando & Sorocaba,3XchUoDKZn6mCmrCHm0j2W,173952,2020-01-24,40,0.805,0.632,11,-4.435,1,0.0402,0.53,0.0,0.425,0.675,106.04,2.8992,56uBMvAujYa1ZLSqkYk6hg,final,2020
2PqPSf3gtTED79rWGwVtYg,Áudio - Ao Vivo em Brasília,3k68C6mNMJL6OaAdWeW2ZF,Diego & Victor Hugo,2lmLfahVMp5C3w9HW5TxbL,190244,2019-03-22,61,0.605,0.812,11,-4.699,1,0.0403,0.515,0.0,0.419,0.451,110.081,3.170733333333333,56uBMvAujYa1ZLSqkYk6hg,final,2019
4HWV1Ltvzn1SKFjPiJByKg,Vendinha - Ao Vivo Em São Paulo / 2019,7ABjmCErFBTzoGMVoQc2Sh,Thaeme & Thiago,18ASgqR4AAnRB5JgT3pmM6,188769,2020-01-10,30,0.51,0.875,7,-2.969,1,0.0486,0.282,0.0,0.743,0.567,168.092,3.14615,56uBMvAujYa1ZLSqkYk6hg,final,2020
36P6ptTyxOggYgR2aoZiAl,Pisadinha - Ao Vivo,3k68C6mNMJL6OaAdWeW2ZF,Diego & Victor Hugo,2Ir3JLRBTe6UNagIu9CsYV,158661,2019-11-22,56,0.642,0.874,3,-3.162,1,0.128,0.439,0.0,0.0821,0.829,164.81,2.64435,56uBMvAujYa1ZLSqkYk6hg,final,2019
4pl0csAczZemDLdyNYOmxT,A Fila Anda - Ao Vivo,1vppDmG3i5sXf3DJzrK4T1,Thiaguinho,47l1S7yxz9zAO6K5gDori3,177805,2019-09-06,64,0.751,0.697,0,-8.012,1,0.0581,0.223,0.0,0.924,0.555,141.427,2.963416666666667,56uBMvAujYa1ZLSqkYk6hg,final,2019
0GjecLmZKgLcrLbyaGCEgO,200 Reais - Ao Vivo,6Y8pfJkEdw4EAST4g9C026,Cleber & Cauan,7bo9UdcQ6lncYStiQG2Xem,142773,2019-09-06,36,0.712,0.872,3,-2.875,1,0.0836,0.161,0.0,0.32,0.62,122.002,2.37955,56uBMvAujYa1ZLSqkYk6hg,final,2019
0uaR51nHWtVrVPOFPeGyDq,Ainda Tô Aí - Ao Vivo,2OUgs5INWK2UEvZ6amWiJr,Eduardo Costa,2txXRQvNdEdMENszlN1OvA,195242,2020-04-02,56,0.684,0.717,6,-6.209,1,0.0281,0.631,0.0,0.82,0.774,138.027,3.2540333333333336,56uBMvAujYa1ZLSqkYk6hg,final,2020
2qD7VoDYcrAPY0cVEfpsR5,Some que ele vem atrás,7FNnA9vBm6EKceENgCGRMb,Anitta,1GjVoPUvfzc1b76xa0stUI,194771,2019-10-30,59,0.648,0.795,0,-5.536,0,0.17,0.0748,0.0,0.38,0.598,180.043,3.246183333333333,56uBMvAujYa1ZLSqkYk6hg,final,2019
1uA7fD01YlQr1Rm0oyNB4H,Pulei na Piscina - Ao Vivo,6m6e7D2TnV0aYMllFFwMxu,Guilherme & Benuto,59wHxqp3FE5gfK0l4wAIc8,181846,2020-08-21,62,0.652,0.773,3,-5.203,1,0.128,0.449,0.0,0.166,0.527,113.788,3.0307666666666666,56uBMvAujYa1ZLSqkYk6hg,final,2020
6hqJJY6rwAUS2zl9FsCQQH,Deixa pra Amanhã - Ao Vivo,4NUePmzDvCYqilXBFa91Hg,Dilsinho,3Tp3Mq7wHiw0qOXDdDHPqy,184783,2020-03-06,56,0.539,0.746,7,-7.853,1,0.0352,0.605,0.0,0.969,0.653,144.119,3.0797166666666667,56uBMvAujYa1ZLSqkYk6hg,final,2020
4vKxWENeZqTDREw1ij7Oen,Medalha de Prata (feat. Maiara & Maraisa) - Ao Vivo,7cmuxPnXRJxwuYDHfbD8Eu,Zé Felipe,6yT9sNAjK40ZW5JcJJN5Vx,160495,2019-08-09,42,0.632,0.766,5,-5.703,1,0.0831,0.493,0.0,0.352,0.422,110.164,2.674916666666667,56uBMvAujYa1ZLSqkYk6hg,final,2019
2M53M7wYGFjUMlHIXhJoqW,Show De Recaída - Ao Vivo Em Uberlândia / 2018,5JXhkyafynxCvxtov7C1PV,Bruno & Marrone,5YFOpxwwKXO2HhbTsFzdpi,172511,2019-08-02,47,0.783,0.756,8,-4.181,1,0.035,0.258,0.0,0.116,0.79,114.987,2.875183333333333,56uBMvAujYa1ZLSqkYk6hg,final,2019
77thl1ZG6v86i7us2LztP8,Hit do Ano,1elUiq4X7pxej6FRlrEzjM,Jorge & Mateus,1GLViCxaCfb75xbzBGbskT,154848,2021-01-22,52,0.778,0.654,7,-4.245,1,0.0783,0.351,0.0,0.103,0.824,137.978,2.5808,56uBMvAujYa1ZLSqkYk6hg,final,2021
5n8Y78Pl5q8lqS7sJP61qw,Relógio Parado (Ao Vivo),0CrGLmfVKzk9rAyiNb91ft,Diego & Arnaldo,60uEVgPGWNBFOYH8EcJglb,180736,2019-10-11,52,0.741,0.943,1,-1.401,1,0.0456,0.0486,0.0,0.965,0.725,124.987,3.0122666666666666,56uBMvAujYa1ZLSqkYk6hg,final,2019
0RaIjuKU5hudMteEXwr4RS,Ranking,1elUiq4X7pxej6FRlrEzjM,Jorge & Mateus,4VGhIs8wUWMu2rKcsXe9Pm,166388,2020-03-06,58,0.666,0.846,1,-3.654,1,0.174,0.0883,0.0,0.084,0.782,144.479,2.7731333333333335,56uBMvAujYa1ZLSqkYk6hg,final,2020
