track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_mins,playlist_id,playlist_name,release_year
30XU4suKzCeoCK9YFzdufg,Born This Way,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,6LY3AerY6KNGOPsNPL63Kk,260253,2011-05-23,75,0.587,0.828,11,-5.108,1,0.161,0.00327,0.0,0.331,0.494,123.907,4.33755,56uBMvAujYa1ZLSqkYk6hg,final,2011
1l9G7M8gNyQsgOGWZGoQsT,Look What I Found,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,4sLtOBOzn4s3GDUv3c5oJD,175240,2018-10-05,61,0.849,0.493,1,-4.1,0,0.0417,0.456,0.000463,0.133,0.447,97.012,2.9206666666666665,56uBMvAujYa1ZLSqkYk6hg,final,2018
0eH2eHURaXUP15D8gQlfjx,LoveGame,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,1qwlxZTNLe1jq3b0iidlue,216333,2008-01-01,75,0.894,0.678,6,-5.611,0,0.0523,0.00569,2.43e-06,0.317,0.844,105.024,3.60555,56uBMvAujYa1ZLSqkYk6hg,final,2008
4rYLpaNFzt6pkQnrCvVHUw,G.U.Y.,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,2eRJUtI7nXrQ5uYQ7tzTo9,232666,2013-11-11,66,0.616,0.919,5,-3.468,0,0.0401,0.0141,0.0,0.117,0.572,110.008,3.8777666666666666,56uBMvAujYa1ZLSqkYk6hg,final,2013
56ZrTFkANjeAMiS14njg4E,Perfect Illusion,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,2ZUwFxlWo0gwTsvZ6L4Meh,182000,2016-10-21,63,0.613,0.857,1,-5.492,0,0.0366,0.0012,0.0,0.358,0.664,124.987,3.033333333333333,56uBMvAujYa1ZLSqkYk6hg,final,2016
3n3S5cH3IyaOswY2XSUGTS,Venus,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,2eRJUtI7nXrQ5uYQ7tzTo9,233720,2013-11-11,62,0.811,0.895,5,-4.304,0,0.0608,0.0267,0.0,0.104,0.736,121.01,3.8953333333333333,56uBMvAujYa1ZLSqkYk6hg,final,2013
75JFxkI2RXiU7L9VXzMkle,The Scientist,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,0RHX9XECH8IVI3LNgWDpmQ,309600,2002-08-08,85,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,5.16,56uBMvAujYa1ZLSqkYk6hg,final,2002
6RUKPb4LETWmmr3iAEQktW,Something Just Like This,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,4JPguzRps3kuWDD5GS6oXr,247160,2017-04-07,85,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,4.1193333333333335,56uBMvAujYa1ZLSqkYk6hg,final,2017
69uxyAqqPIsUyTO8txoP2M,Adventure of a Lifetime,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,3cfAM8b8KqJRoIzt3zLKqw,263786,2015-12-04,78,0.638,0.924,7,-3.887,1,0.036,0.00205,0.000175,0.149,0.53,111.995,4.396433333333333,56uBMvAujYa1ZLSqkYk6hg,final,2015
7LVHVU3tWfcxj5aiPFEW4Q,Fix You,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,4E7bV0pzG0LciBSWTszra6,295533,2005-06-07,83,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,4.92555,56uBMvAujYa1ZLSqkYk6hg,final,2005
0BCPKOYdS2jbQ8iyB56Zns,Clocks,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,0RHX9XECH8IVI3LNgWDpmQ,307879,2002-08-08,82,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,5.131316666666667,56uBMvAujYa1ZLSqkYk6hg,final,2002
2nvC4i2aMo4CzRjRflysah,In My Place,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,0RHX9XECH8IVI3LNgWDpmQ,226680,2002-08-08,74,0.424,0.588,9,-5.455,1,0.0278,0.0553,4.95e-06,0.298,0.193,144.636,3.778,56uBMvAujYa1ZLSqkYk6hg,final,2002
7clUVcSOtkNWa58Gw5RfD4,Speed of Sound,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,4E7bV0pzG0LciBSWTszra6,287906,2005-06-07,72,0.514,0.898,11,-6.765,0,0.0577,0.00488,0.0345,0.0746,0.353,123.067,4.7984333333333336,56uBMvAujYa1ZLSqkYk6hg,final,2005
31L9yLXSj6LpCFupyMV6CR,Up&Up,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,3cfAM8b8KqJRoIzt3zLKqw,405320,2015-12-04,68,0.479,0.717,7,-5.459,1,0.0605,0.0488,0.000333,0.102,0.253,163.989,6.755333333333334,56uBMvAujYa1ZLSqkYk6hg,final,2015
2U8g9wVcUu9wsg6i7sFSv8,Every Teardrop Is a Waterfall,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,2R7iJz5uaHjLEVnMkloO18,240796,2011-10-24,70,0.425,0.732,9,-6.883,1,0.0396,0.00194,0.0103,0.171,0.333,117.98,4.0132666666666665,56uBMvAujYa1ZLSqkYk6hg,final,2011
0R8P9KfGJCDULmlEoBagcO,Trouble,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,6ZG5lRT77aJ3btmArcykra,273426,2000-07-10,73,0.565,0.546,11,-7.496,0,0.0314,0.189,0.0015,0.17,0.195,139.757,4.5571,56uBMvAujYa1ZLSqkYk6hg,final,2000
1yqMgZNrevsWMLWfO2PRp5,Charlie Brown,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,2R7iJz5uaHjLEVnMkloO18,285159,2011-10-24,69,0.43,0.74,10,-7.072,1,0.0375,0.0212,0.00165,0.33,0.0948,137.978,4.75265,56uBMvAujYa1ZLSqkYk6hg,final,2011
23khhseCLQqVMCIT1WMAns,Magic,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,2G4AUqfwxcV1UdQjm2ouYr,285014,2014-05-19,74,0.738,0.482,6,-8.917,0,0.0402,0.0266,0.621,0.106,0.352,93.457,4.750233333333333,56uBMvAujYa1ZLSqkYk6hg,final,2014
5LXj9Ch3O9ATm1NoHT8GXn,Hypnotised,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,165kxlULHc34us8oU420iw,355172,2017-03-02,50,0.513,0.683,5,-6.185,1,0.032,0.339,0.739,0.0871,0.153,120.056,5.919533333333334,56uBMvAujYa1ZLSqkYk6hg,final,2017
0fQuzbQNLcD1ofo7B2NcFI,True Love,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,2G4AUqfwxcV1UdQjm2ouYr,246000,2014-05-19,57,0.482,0.573,11,-7.966,1,0.028,0.00376,0.077,0.123,0.184,119.991,4.1,56uBMvAujYa1ZLSqkYk6hg,final,2014
4HXOBjwv2RnLpGG4xWOO6N,Princess of China,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,2R7iJz5uaHjLEVnMkloO18,239215,2011-10-24,70,0.42,0.69,9,-6.221,0,0.0347,0.00385,0.015,0.287,0.237,85.014,3.9869166666666667,56uBMvAujYa1ZLSqkYk6hg,final,2011
5qfZRNjt2TkHEL12r3sDEU,Everglow,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,3cfAM8b8KqJRoIzt3zLKqw,282693,2015-12-04,69,0.534,0.445,4,-9.155,1,0.0292,0.456,0.0684,0.112,0.136,146.107,4.71155,56uBMvAujYa1ZLSqkYk6hg,final,2015
1STAWoWHYJh2UVUx41pYMD,Lost!,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,1CEODgTmTwLyabvwd7HBty,236213,2008-05-26,52,0.359,0.779,7,-7.52,1,0.0412,0.0057,0.837,0.379,0.582,86.951,3.9368833333333333,56uBMvAujYa1ZLSqkYk6hg,final,2008
44LVgFZvUcBYo98vy71tvd,Gravity,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,5PqZvEQFscV66LOl52oGBS,380946,2005-12-19,59,0.377,0.33,3,-11.119,1,0.0305,0.911,0.016,0.098,0.0442,115.995,6.3491,56uBMvAujYa1ZLSqkYk6hg,final,2005
0FMjqbY3aWo1QDbo3GwXib,Always in My Head,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,2G4AUqfwxcV1UdQjm2ouYr,216626,2014-05-19,65,0.495,0.502,5,-9.307,1,0.0259,0.0127,0.689,0.068,0.0394,97.546,3.6104333333333334,56uBMvAujYa1ZLSqkYk6hg,final,2014
4Tw9JYF9HOuPRyccNWMgwf,The Hardest Part,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,4E7bV0pzG0LciBSWTszra6,262880,2005-06-07,63,0.5,0.844,10,-5.883,1,0.0368,0.0228,0.00398,0.455,0.445,123.721,4.381333333333333,56uBMvAujYa1ZLSqkYk6hg,final,2005
4wzt5Rrk3W98pHXAqutuJw,Talk,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,4E7bV0pzG0LciBSWTszra6,311291,2005-06-07,64,0.415,0.554,7,-10.839,0,0.0334,0.00541,0.00202,0.155,0.163,120.318,5.188183333333333,56uBMvAujYa1ZLSqkYk6hg,final,2005
6f49kbOuQSOsStBpyGvQfA,A Head Full of Dreams,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,3cfAM8b8KqJRoIzt3zLKqw,223773,2015-12-04,68,0.449,0.92,11,-4.982,1,0.0737,0.0021,0.0167,0.334,0.0772,122.984,3.72955,56uBMvAujYa1ZLSqkYk6hg,final,2015
77yuzxCS3csrgTPSW0pvyk,O,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,2G4AUqfwxcV1UdQjm2ouYr,323480,2014-05-19,62,0.371,0.216,10,-14.727,1,0.0358,0.911,0.826,0.0934,0.0645,136.998,5.391333333333334,56uBMvAujYa1ZLSqkYk6hg,final,2014
7H7NI75DdeaOW7c70oYtjM,Life in Technicolor ii,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,71pRFAwHBLrjKYRG7V1Q2o,245099,2008-11-24,53,0.472,0.909,9,-7.073,1,0.0391,0.00158,5.16e-05,0.248,0.278,131.051,4.084983333333334,56uBMvAujYa1ZLSqkYk6hg,final,2008
6c6W25YoDGjTq3qSPOga5t,Ink,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,2G4AUqfwxcV1UdQjm2ouYr,228373,2014-05-19,61,0.688,0.705,6,-7.311,1,0.0323,0.0647,0.124,0.118,0.696,112.019,3.806216666666667,56uBMvAujYa1ZLSqkYk6hg,final,2014
2QhURnm7mQDxBb5jWkbDug,Don't Panic,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,6ZG5lRT77aJ3btmArcykra,136866,2000-07-10,71,0.602,0.612,0,-8.409,1,0.0335,0.206,0.00607,0.107,0.453,122.062,2.2811,56uBMvAujYa1ZLSqkYk6hg,final,2000
4hf0hL4kWyjWztZzVsM39V,God Put a Smile upon Your Face,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,0RHX9XECH8IVI3LNgWDpmQ,297306,2002-08-08,65,0.611,0.556,9,-5.761,1,0.0288,0.175,7.14e-05,0.0359,0.252,126.532,4.9551,56uBMvAujYa1ZLSqkYk6hg,final,2002
1byIZa6CFerX5WXShwqAvf,Miracles,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,0uuZrEIgmnp4tQ3VkNLXAc,235342,2014-12-12,57,0.35,0.572,5,-8.399,1,0.0253,0.0222,0.0214,0.146,0.109,93.013,3.9223666666666666,56uBMvAujYa1ZLSqkYk6hg,final,2014
0qksx8mV28lztYIZ1om8ml,Shiver,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,6ZG5lRT77aJ3btmArcykra,304200,2000-07-10,67,0.396,0.803,4,-6.186,1,0.0487,0.0334,0.0,0.0688,0.286,116.705,5.07,56uBMvAujYa1ZLSqkYk6hg,final,2000
1uKzAldJYlwje9HstlwTie,See You Soon,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,3MVb2CWB36x7VwYo5sZmf2,171373,1999-10-11,63,0.369,0.295,4,-12.779,1,0.0351,0.657,1.54e-05,0.107,0.211,92.226,2.8562166666666666,56uBMvAujYa1ZLSqkYk6hg,final,1999
1ZqHjApl3pfzwjweTfMi0g,Violet Hill,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,1CEODgTmTwLyabvwd7HBty,222653,2008-05-26,66,0.33,0.58,1,-7.875,0,0.0374,0.0614,0.00129,0.115,0.11,76.093,3.7108833333333333,56uBMvAujYa1ZLSqkYk6hg,final,2008
4bPkBHKLKd9WHizsvM2zV3,Warning Sign,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,0RHX9XECH8IVI3LNgWDpmQ,331133,2002-08-08,63,0.532,0.433,3,-9.423,1,0.0278,0.0942,0.0121,0.142,0.0395,140.666,5.518883333333333,56uBMvAujYa1ZLSqkYk6hg,final,2002
2dphvmoLEXdk8hOYxmHlI3,Strawberry Swing,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,1CEODgTmTwLyabvwd7HBty,249666,2008-05-26,57,0.378,0.663,1,-10.476,1,0.0458,0.00722,0.797,0.191,0.428,173.136,4.1611,56uBMvAujYa1ZLSqkYk6hg,final,2008
6hFi0gXP8KItwMqfBgf44b,Bad Liar – Stripped,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,58401eNNELkIVx3xiwzJFy,253227,2019-05-31,62,0.317,0.373,8,-9.603,1,0.0326,0.369,0.0,0.0827,0.167,87.675,4.22045,56uBMvAujYa1ZLSqkYk6hg,final,2019
62yJjFtgkhUrXktIoSjgP2,Radioactive,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,6nxDQi0FeEwccEPJeNySoS,186813,2012-09-04,80,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,3.11355,56uBMvAujYa1ZLSqkYk6hg,final,2012
2FY7b99s15jUprqC0M5NCT,Natural,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,3JfSxDfmwS5OeHPwLSkrfr,189466,2018-11-09,82,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,3.157766666666667,56uBMvAujYa1ZLSqkYk6hg,final,2018
6Tvzf3VEi16JMhAgOwdt2y,Birds,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,3JfSxDfmwS5OeHPwLSkrfr,219440,2018-11-09,72,0.649,0.517,1,-7.428,0,0.0297,0.0146,1.63e-06,0.145,0.35,119.997,3.6573333333333333,56uBMvAujYa1ZLSqkYk6hg,final,2018
5qaEfEh1AtSdrdrByCP7qR,Demons,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,6nxDQi0FeEwccEPJeNySoS,177506,2012-09-04,84,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.269,0.428,89.938,2.9584333333333332,56uBMvAujYa1ZLSqkYk6hg,final,2012
6Qn5zhYkTa37e91HC1D7lb,Whatever It Takes,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,33pt9HBdGlAbRGBHQgsZsU,201240,2017-06-23,81,0.672,0.655,10,-5.021,0,0.0311,0.0362,0.0,0.117,0.556,134.945,3.354,56uBMvAujYa1ZLSqkYk6hg,final,2017
1sWeSMifj6Z6kZyI6z3bRc,Warriors,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,6rRFeV6xigfNyPoZ6YqcoW,171040,2015-05-18,74,0.365,0.851,4,-6.238,0,0.0645,0.0964,0.003,0.237,0.309,78.086,2.8506666666666667,56uBMvAujYa1ZLSqkYk6hg,final,2015
4dASQiO1Eoo3RJvt74FtXB,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",55Aa2cqylxrFIXC767Z865,Lil Wayne,704GHNtZhEe9TBgleCNNGv,243490,2016-06-24,77,0.502,0.786,9,-4.378,0,0.317,0.255,0.0,0.65,0.739,169.021,4.058166666666667,56uBMvAujYa1ZLSqkYk6hg,final,2016
0TvQLMecTE8utzoNmvXRbK,Bad Blood,06HL4z0CvFAxyc27GXpf02,Taylor Swift,5fy0X0JmZRZnVa2UEicIOl,211933,2014-01-01,76,0.652,0.802,7,-6.114,1,0.181,0.0871,6.45e-06,0.148,0.295,170.157,3.532216666666667,56uBMvAujYa1ZLSqkYk6hg,final,2014
1u8c2t2Cy7UBoG4ArRcF5g,Blank Space,06HL4z0CvFAxyc27GXpf02,Taylor Swift,1yGbNOtRIgdIiGHOEBaZWf,231826,2014-01-01,85,0.76,0.703,5,-5.412,1,0.054,0.103,0.0,0.0913,0.57,95.997,3.863766666666667,56uBMvAujYa1ZLSqkYk6hg,final,2014
1P17dC1amhFzptugyAO7Il,Look What You Made Me Do,06HL4z0CvFAxyc27GXpf02,Taylor Swift,6DEjYFkNZh67HP7R9PSZvv,211853,2017-11-10,79,0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-05,0.126,0.506,128.07,3.530883333333333,56uBMvAujYa1ZLSqkYk6hg,final,2017
04S1pkp1VaIqjg8zZqknR5,Enchanted,06HL4z0CvFAxyc27GXpf02,Taylor Swift,6Ar2o9KCqcyYF9J0aQP3au,352200,2010-10-25,76,0.535,0.618,8,-3.913,1,0.0273,0.0716,0.000388,0.169,0.228,81.975,5.87,56uBMvAujYa1ZLSqkYk6hg,final,2010
5l6GqSxplqnZbLg0LTPQeG,Back To December,06HL4z0CvFAxyc27GXpf02,Taylor Swift,6Ar2o9KCqcyYF9J0aQP3au,293040,2010-10-25,70,0.517,0.606,2,-5.797,1,0.0289,0.0202,0.0,0.324,0.296,141.929,4.884,56uBMvAujYa1ZLSqkYk6hg,final,2010
6NFyWDv5CjfwuzoCkw47Xf,Delicate,06HL4z0CvFAxyc27GXpf02,Taylor Swift,6DEjYFkNZh67HP7R9PSZvv,232253,2017-11-10,79,0.75,0.404,9,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,3.8708833333333335,56uBMvAujYa1ZLSqkYk6hg,final,2017
3RaT22zZsxVYxxKR7TAaYF,"no body, no crime (feat. HAIM)",06HL4z0CvFAxyc27GXpf02,Taylor Swift,2Xoteh7uEpea4TohMxjtaq,215626,2020-12-11,68,0.546,0.613,7,-7.589,0,0.0264,0.418,0.0,0.103,0.535,79.015,3.5937666666666668,56uBMvAujYa1ZLSqkYk6hg,final,2020
0qUnBLZ8bJqUNEeQgayL9t,Out Of The Woods,06HL4z0CvFAxyc27GXpf02,Taylor Swift,1yGbNOtRIgdIiGHOEBaZWf,235800,2014-01-01,69,0.553,0.841,7,-6.937,1,0.0396,0.000743,1.19e-05,0.341,0.338,92.008,3.93,56uBMvAujYa1ZLSqkYk6hg,final,2014
4pvb0WLRcMtbPGmtejJJ6y,exile (feat. Bon Iver),06HL4z0CvFAxyc27GXpf02,Taylor Swift,2fenSS68JI1h4Fo296JfGr,285634,2020-07-24,79,0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602,4.760566666666667,56uBMvAujYa1ZLSqkYk6hg,final,2020
3rWDp9tBPQR9z6U5YyRSK4,Midnight Rain,06HL4z0CvFAxyc27GXpf02,Taylor Swift,151w1FgRZfnKZA9FEcg9Z3,174782,2022-10-21,90,0.643,0.363,0,-11.738,1,0.0767,0.69,5.17e-05,0.115,0.23,139.865,2.9130333333333334,56uBMvAujYa1ZLSqkYk6hg,final,2022
5pyoxDZ1PX0KxBxiRVxA4U,BREAK MY SOUL,6vWDO969PvNqNYHIOW5v0m,Beyoncé,6FJxoadUE4JNVwWHghBwnb,278281,2022-07-29,79,0.693,0.887,1,-5.039,0,0.0795,0.0581,2.71e-06,0.27,0.864,114.942,4.638016666666666,56uBMvAujYa1ZLSqkYk6hg,final,2022
4JehYebiI9JE8sR8MisGVb,Halo,6vWDO969PvNqNYHIOW5v0m,Beyoncé,39P7VD7qlg3Z0ltq60eHp7,261640,2008-11-17,75,0.508,0.72,11,-5.908,0,0.0628,0.272,0.0,0.0563,0.472,79.983,4.360666666666667,56uBMvAujYa1ZLSqkYk6hg,final,2008
0314PeD1sQNonfVWix3B2K,ENERGY (feat. Beam),6vWDO969PvNqNYHIOW5v0m,Beyoncé,6FJxoadUE4JNVwWHghBwnb,116727,2022-07-29,76,0.903,0.519,1,-9.151,1,0.26,0.281,0.000106,0.155,0.587,114.991,1.94545,56uBMvAujYa1ZLSqkYk6hg,final,2022
6g0Orsxv6glTJCt4cHsRsQ,Formation,6vWDO969PvNqNYHIOW5v0m,Beyoncé,7dK54iZuOxXFarGhXwEXfF,206080,2016-04-23,71,0.896,0.621,5,-6.857,0,0.237,0.00532,0.0,0.196,0.818,121.966,3.4346666666666668,56uBMvAujYa1ZLSqkYk6hg,final,2016
7lUA4P03AhwAw40JHkdyGr,Pretty Hurts,6vWDO969PvNqNYHIOW5v0m,Beyoncé,2UJwKSBUz6rtW4QLK74kQu,257653,2014-11-24,63,0.512,0.624,11,-6.761,1,0.0509,0.00305,0.000172,0.346,0.2,129.932,4.294216666666666,56uBMvAujYa1ZLSqkYk6hg,final,2014
1uXbwHHfgsXcUKfSZw5ZJ0,Run the World (Girls),6vWDO969PvNqNYHIOW5v0m,Beyoncé,1gIC63gC3B7o7FfpPACZQJ,236093,2011-06-24,72,0.732,0.899,0,-4.237,1,0.143,0.00496,4.64e-05,0.372,0.759,127.091,3.9348833333333335,56uBMvAujYa1ZLSqkYk6hg,final,2011
2HWWNoWEEEECwZhAiLg7ib,Beautiful Liar,6vWDO969PvNqNYHIOW5v0m,Beyoncé,0Zd10MKN5j9KwUST0TdBBB,199853,2007-05-29,66,0.764,0.751,8,-3.74,1,0.0703,0.00554,0.000237,0.164,0.418,91.977,3.3308833333333334,56uBMvAujYa1ZLSqkYk6hg,final,2007
5R9a4t5t5O0IsznsrKPVro,Single Ladies (Put a Ring on It),6vWDO969PvNqNYHIOW5v0m,Beyoncé,39P7VD7qlg3Z0ltq60eHp7,193213,2008-11-17,68,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437,3.2202166666666665,56uBMvAujYa1ZLSqkYk6hg,final,2008
6jG2YzhxptolDzLHTGLt7S,Drunk in Love (feat. Jay-Z),6vWDO969PvNqNYHIOW5v0m,Beyoncé,2UJwKSBUz6rtW4QLK74kQu,323480,2014-11-24,71,0.583,0.621,5,-6.902,0,0.0479,0.00972,0.00106,0.181,0.399,140.036,5.391333333333334,56uBMvAujYa1ZLSqkYk6hg,final,2014
3lBRNqXjPp2j3JMTCXDTNO,Best Thing I Never Had,6vWDO969PvNqNYHIOW5v0m,Beyoncé,1gIC63gC3B7o7FfpPACZQJ,253746,2011-06-24,69,0.546,0.649,6,-4.056,1,0.0324,0.143,1.55e-05,0.0894,0.298,99.05,4.2291,56uBMvAujYa1ZLSqkYk6hg,final,2011
1z6WtY7X4HQJvzxC4UgkSf,Love On Top,6vWDO969PvNqNYHIOW5v0m,Beyoncé,1gIC63gC3B7o7FfpPACZQJ,267413,2011-06-24,74,0.652,0.749,0,-5.248,1,0.0886,0.0848,0.0,0.604,0.651,94.103,4.456883333333334,56uBMvAujYa1ZLSqkYk6hg,final,2011
0B3FovCVaGKS5w1FTidEUP,BROWN SKIN GIRL,3XV0lFzNs8BCTwhJTcMiBr,Blue Ivy,552zi1M53PQAX5OH4FIdTx,248472,2019-07-19,63,0.603,0.602,6,-7.083,1,0.23,0.049,0.0,0.279,0.595,119.703,4.1412,56uBMvAujYa1ZLSqkYk6hg,final,2019
1zSKtBze2IReYU44W0lDzd,Can You Feel the Love Tonight,6vWDO969PvNqNYHIOW5v0m,Beyoncé,7e8y48Z2fkJNGBOKSECCeS,182613,2019-07-11,59,0.337,0.331,5,-10.16,1,0.0385,0.657,0.0,0.085,0.35,103.203,3.04355,56uBMvAujYa1ZLSqkYk6hg,final,2019
7LikBkHerFGZ58QHVOKp1t,Before I Let Go - Homecoming Live Bonus Track,6vWDO969PvNqNYHIOW5v0m,Beyoncé,35S1JCj5paIfElT2GODl6x,240776,2019-04-17,55,0.71,0.842,6,-5.424,0,0.0944,0.0686,0.0,0.337,0.435,102.994,4.012933333333334,56uBMvAujYa1ZLSqkYk6hg,final,2019
7oqftogUN82Q7VNy2TmTJW,MOOD 4 EVA (feat. Oumou Sangaré),6vWDO969PvNqNYHIOW5v0m,Beyoncé,552zi1M53PQAX5OH4FIdTx,272068,2019-07-19,54,0.608,0.709,7,-6.175,1,0.374,0.119,0.0,0.337,0.709,105.742,4.534466666666667,56uBMvAujYa1ZLSqkYk6hg,final,2019
38SueFAjT6jtFneyoQamYi,Spirit,6vWDO969PvNqNYHIOW5v0m,Beyoncé,7e8y48Z2fkJNGBOKSECCeS,273120,2019-07-11,51,0.443,0.406,5,-9.064,1,0.0391,0.00903,0.0,0.0979,0.0558,80.896,4.552,56uBMvAujYa1ZLSqkYk6hg,final,2019
6tgEc2O1uFHcZDKPoo6PC8,ALREADY,6vWDO969PvNqNYHIOW5v0m,Beyoncé,552zi1M53PQAX5OH4FIdTx,222529,2019-07-19,64,0.647,0.732,2,-5.846,1,0.0891,0.0846,0.0,0.597,0.548,67.295,3.708816666666667,56uBMvAujYa1ZLSqkYk6hg,final,2019
5hgnY0mVcVetszbb85qeDg,Partition,6vWDO969PvNqNYHIOW5v0m,Beyoncé,2UJwKSBUz6rtW4QLK74kQu,319466,2014-11-24,70,0.418,0.441,11,-11.522,0,0.283,0.029,0.0707,0.306,0.172,175.928,5.324433333333333,56uBMvAujYa1ZLSqkYk6hg,final,2014
02M6vucOvmRfMxTXDUwRXu,7/11,6vWDO969PvNqNYHIOW5v0m,Beyoncé,2UJwKSBUz6rtW4QLK74kQu,213506,2014-11-24,69,0.747,0.705,9,-5.137,0,0.126,0.0128,0.0,0.126,0.56,136.024,3.5584333333333333,56uBMvAujYa1ZLSqkYk6hg,final,2014
6Im9k8u9iIzKMrmV7BWtlF,34+35,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,3euz4vS7ezKGnNSwgyvKcd,173710,2020-10-30,81,0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,2.895166666666667,56uBMvAujYa1ZLSqkYk6hg,final,2020
5OCJzvD7sykQEKHH7qAC3C,God is a woman,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,3tx8gQqWbGwqIGZHqDNrGe,197546,2018-08-17,79,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,3.2924333333333333,56uBMvAujYa1ZLSqkYk6hg,final,2018
0puf9yIluy9W0vpMEUoAnN,Bang Bang,2gsggkzM5R49q6jpPvazou,Jessie J,2rDIivxBafNKpgRqlzIRSb,199386,2014-10-14,79,0.706,0.786,0,-3.417,0,0.091,0.26,0.0,0.38,0.751,150.028,3.3231,56uBMvAujYa1ZLSqkYk6hg,final,2014
4kV4N9D1iKVxx1KLvtTpjS,"break up with your girlfriend, i'm bored",66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,2fYhqwDWXjbpjaIJPEfKFw,190440,2019-02-08,78,0.726,0.554,5,-5.29,0,0.0917,0.0421,0.0,0.106,0.335,169.999,3.174,56uBMvAujYa1ZLSqkYk6hg,final,2019
058t1LUDIQuWs44iagnUlO,Avisa Lá (feat. Rebecca),7FNnA9vBm6EKceENgCGRMb,Anitta,1PjqEdDTxIKyujzgdLG4K8,123870,2022-11-29,64,0.744,0.918,10,-1.799,0,0.066,0.0305,2.92e-06,0.193,0.789,155.015,2.0645,56uBMvAujYa1ZLSqkYk6hg,final,2022
